시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
서울특별시 서대문구 충정로3가,1-37,1,37,동호,79.52,201902,11~20,"63,000",2,2003,경기대로9길
서울특별시 서대문구 현저동,1019,1019,0,독립문파크빌,59.4,201902,1~10,"47,200",7,2000,통일로
서울특별시 서대문구 홍은동,454,454,0,극동,84.98,201902,11~20,"36,800",15,1995,포방터10길
서울특별시 서대문구 홍은동,440-1,440,1,반석블레스,84.92,201902,21~28,"59,500",4,2013,통일로48가길
서울특별시 서대문구 홍은동,22,22,0,유원,64.26,201902,11~20,"29,500",7,1987,홍은중앙로1길
서울특별시 서대문구 홍은동,459,459,0,진흥,78.02,201902,11~20,"49,500",7,2002,모래내로
서울특별시 서대문구 홍은동,202-5,202,5,"현대(1,2차)",84.77,201902,11~20,"50,000",12,1988,연희로
서울특별시 서대문구 홍은동,455,455,0,홍은동벽산,84.78,201902,21~28,"52,000",5,1997,세검정로1길
서울특별시 서대문구 홍은동,455,455,0,홍은동벽산,114.96,201902,21~28,"57,500",6,1997,세검정로1길
서울특별시 서대문구 홍은동,439-1,439,1,홍은동아더프라임,74.8918,201902,11~20,"51,000",4,2014,통일로
서울특별시 서대문구 홍은동,460,460,0,홍은동풍림아이원,84.918,201902,11~20,"45,000",8,2002,홍은중앙로
서울특별시 서대문구 홍제동,156-200,156,200,고은,58.84,201901,21~31,"22,000",5,1975,모래내로
서울특별시 서대문구 홍제동,315-7,315,7,서울맨션,45.32,201902,11~20,"20,800",5,1972,통일로37길
서울특별시 서대문구 홍제동,315-7,315,7,서울맨션,45.32,201902,21~28,"20,950",5,1972,통일로37길
서울특별시 서대문구 홍제동,132-5,132,5,에이원,58.35,201902,11~20,"35,500",5,2015,홍제원길
서울특별시 서대문구 홍제동,454,454,0,유원하나,103.11,201902,11~20,"49,500",9,1996,세검정로
서울특별시 서대문구 홍제동,467,467,0,인왕산어울림,119.82,201902,1~10,"78,000",3,2006,통일로26길
서울특별시 서대문구 홍제동,453,453,0,청구1차,84.78,201902,21~28,"67,300",12,1994,통일로
서울특별시 서대문구 홍제동,461,461,0,홍제삼성래미안,114.75,201902,11~20,"85,500",14,2001,통일로
서울특별시 서초구 반포동,01월 08일,1,8,반포경남아파트,73.5,201902,11~20,"168,000",7,1978,신반포로
서울특별시 서초구 반포동,1341,1341,0,반포래미안아이파크,84.93,201901,21~31,"205,000",3,2018,서초중앙로
서울특별시 서초구 반포동,30-26,30,26,반포리체,59.993,201902,1~10,"134,500",35,2010,고무래로
서울특별시 서초구 반포동,30-26,30,26,반포리체,84.967,201902,11~20,"192,500",31,2010,고무래로
서울특별시 서초구 반포동,Apr-60,60,4,반포미도,84.96,201902,21~28,"148,000",7,1987,서초중앙로29길
서울특별시 서초구 반포동,20-43,20,43,반포자이,59.98,201902,11~20,"156,500",4,2009,신반포로
서울특별시 서초구 반포동,20-43,20,43,반포자이,84.943,201902,21~28,"231,000",4,2009,신반포로
서울특별시 서초구 방배동,12-36,12,36,라온채,272.74,201902,11~20,"255,000",5,2008,사평대로6길
서울특별시 서초구 방배동,866-20,866,20,방배대우디오빌,29.6,201902,1~10,"34,700",9,2005,서초대로
서울특별시 서초구 방배동,866-20,866,20,방배대우디오빌,29.6,201902,11~20,"32,000",7,2005,서초대로
서울특별시 서초구 방배동,486-8,486,8,방배아트 e편한세상,117.26,201902,21~28,"103,500",5,2005,효령로2길
서울특별시 서초구 방배동,2626,2626,0,삼성래미안1,84.91,201901,21~31,"115,000",4,2003,방배선행길
서울특별시 서초구 방배동,1006-1,1006,1,서초이에스에이3차,59.4,201902,21~28,"86,000",8,2002,명달로
서울특별시 서초구 서초동,1494-4,1494,4,더미켈란,219.44,201901,21~31,"230,000",8,2005,명달로
서울특별시 서초구 서초동,1445-4,1445,4,래미안서초유니빌,49.745,201901,21~31,"50,900",12,2003,서초중앙로
서울특별시 서초구 서초동,1445-4,1445,4,래미안서초유니빌,45.255,201902,11~20,"33,000",14,2003,서초중앙로
서울특별시 서초구 서초동,1686-9,1686,9,서초 교대 e편한세상,131.16,201902,1~10,"200,000",3,2010,서초중앙로24길
서울특별시 서초구 서초동,1529,1529,0,서초2차e-편한세상,116.745,201902,21~28,"140,000",5,2005,효령로49길
서울특별시 서초구 서초동,1684,1684,0,서초4현대,84.99,201902,1~10,"133,000",16,2000,고무래로
서울특별시 서초구 서초동,1518-6,1518,6,서초대림빌라트,168.93,201902,21~28,"165,000",6,2004,명달로16길
서울특별시 서초구 서초동,1330,1330,0,서초동삼성쉐르빌2,35.22,201902,11~20,"26,000",7,2002,강남대로53길
서울특별시 서초구 서초동,1319-13,1319,13,서초현대타워아파트,147.89,201902,1~10,"110,000",29,1997,강남대로
서울특별시 서초구 서초동,1685-3,1685,3,아크로비스타,138.96,201902,1~10,"170,000",14,2004,서초중앙로
서울특별시 서초구 서초동,1497-18,1497,18,현대서초빌라트,243.24,201902,21~28,"165,000",4,1997,명달로
서울특별시 서초구 서초동,1338,1338,0,현대이에스에이아파트,163.95,201902,1~10,"115,500",7,2002,효령로77길
서울특별시 서초구 우면동,720,720,0,서초네이처힐4단지,84.61,201902,21~28,"90,000",2,2011,태봉로2길
서울특별시 서초구 잠원동,157,157,0,동아,84.91,201902,11~20,"162,000",12,2002,신반포로33길
서울특별시 서초구 잠원동,58-24,58,24,신반포11,110.42,201902,21~28,"233,000",10,1981,나루터로4길
서울특별시 서초구 잠원동,74,74,0,신반포14,104.74,201902,11~20,"175,000",11,1983,신반포로23길
서울특별시 서초구 잠원동,58-22,58,22,신반포17,80.4,201902,11~20,"178,000",9,1983,나루터로4길
서울특별시 서초구 잠원동,58-22,58,22,신반포17,80.4,201902,11~20,"178,000",9,1983,나루터로4길
서울특별시 서초구 잠원동,49-17,49,17,신반포18(49-17),51.63,201902,1~10,"80,000",1,1983,잠원로
서울특별시 서초구 잠원동,70,70,0,신반포4,96.48,201902,1~10,"170,000",12,1979,잠원로
서울특별시 서초구 잠원동,159,159,0,아크로리버뷰신반포,78.5,201902,11~20,"109,258",8,2018,잠원로
서울특별시 성동구 금호동1가,280,280,0,e편한세상 신금호,59.98,201902,11~20,"87,300",12,2018,금호로
서울특별시 성동구 금호동1가,633,633,0,벽산,114.57,201902,11~20,"84,000",7,2001,금호로
서울특별시 성동구 성수동1가,685-696,685,696,갤러리아 포레,195.2,201902,21~28,"319,000",13,2011,서울숲2길
서울특별시 성동구 성수동1가,709,709,0,대우2,84.97,201902,1~10,"73,500",4,1999,상원6길
서울특별시 성동구 성수동2가,712,712,0,청구강변1,84.96,201902,21~28,"123,000",9,1994,둘레15길
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,201902,11~20,"96,000",12,2012,매봉길
서울특별시 성동구 옥수동,220-2,220,2,레미테지,227.67,201901,21~31,"168,000",3,2004,독서당로
서울특별시 성동구 옥수동,528,528,0,옥수파크힐스,59.88,201902,1~10,"110,500",11,2016,매봉길
서울특별시 성동구 옥수동,528-1,528,1,이편한세상옥수파크힐스,59.59,201902,11~20,"105,000",11,2016,매봉길
서울특별시 성동구 용답동,15,15,0,중앙하이츠,84.545,201902,1~10,"52,500",5,1995,용답중앙27길
서울특별시 성동구 응봉동,100,100,0,대림(1차),113.71,201902,11~20,"88,000",4,1986,독서당로62길
서울특별시 성동구 응봉동,97,97,0,대림(2차),59.91,201902,11~20,"60,000",4,1989,독서당로
서울특별시 성동구 응봉동,15,15,0,대림강변,59.76,201902,11~20,"68,000",8,2001,고산자로
서울특별시 성동구 응봉동,15,15,0,대림강변,59.76,201902,11~20,"68,700",5,2001,고산자로
서울특별시 성동구 하왕십리동,1058,1058,0,극동미라주,84.33,201902,21~28,"68,500",16,2001,난계로
서울특별시 성동구 하왕십리동,966-18,966,18,상리제나우스,12.84,201902,21~28,"13,000",6,2013,무학봉28길
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스아파트,84.77,201902,11~20,"118,000",5,2016,왕십리로
서울특별시 성동구 하왕십리동,1061,1061,0,풍림아이원,59.936,201902,21~28,"64,800",16,2004,난계로
서울특별시 성동구 행당동,347,347,0,대림e-편한세상,114.94,201902,1~10,"90,000",5,2000,행당로
서울특별시 성북구 길음동,1280-1,1280,1,길음뉴타운3단지푸르지오,59.77,201902,1~10,"47,000",14,2005,길음로13길
서울특별시 성북구 길음동,1283,1283,0,길음뉴타운6단지(래미안),84.049,201902,11~20,"54,000",2,2007,길음로
서울특별시 성북구 길음동,1284,1284,0,길음뉴타운8단지(래미안),84.94,201902,21~28,"72,500",4,2010,길음로
서울특별시 성북구 길음동,1278,1278,0,길음동동부센트레빌(1278-0),114.912,201902,21~28,"72,500",7,2003,숭인로2길
서울특별시 성북구 길음동,1893,1893,0,대연파크푸르지오,84.9866,201902,1~10,"43,000",19,2018,홍곡로
서울특별시 성북구 길음동,1276,1276,0,돈암2-1삼부,84.13,201902,1~10,"50,000",8,1998,동소문로
서울특별시 성북구 돈암동,624,624,0,구현대,91.14,201902,11~20,"43,000",1,1981,정릉로44길
서울특별시 성북구 돈암동,01월 15일,15,1,돈암동삼성,84.59,201902,11~20,"53,000",10,1999,동소문로34길
서울특별시 성북구 돈암동,1,1,0,돈암현대아파트,56.7,201902,1~10,"39,100",2,1991,정릉로
서울특별시 성북구 돈암동,631,631,0,범양,114.93,201902,1~10,"58,500",7,1998,정릉로
서울특별시 성북구 돈암동,609-1,609,1,한신,84.87,201901,21~31,"59,500",11,1998,성북로4길
서울특별시 성북구 돈암동,609-1,609,1,한신,68.13,201902,11~20,"42,380",9,1998,성북로4길
서울특별시 성북구 돈암동,609-1,609,1,한신,132.96,201902,21~28,"60,000",1,1998,성북로4길
서울특별시 성북구 돈암동,609-1,609,1,한진(609-1),132.96,201902,1~10,"68,000",1,1998,성북로4길
서울특별시 성북구 돈암동,609-1,609,1,한진(609-1),84.87,201902,21~28,"57,000",17,1998,성북로4길
서울특별시 성북구 동선동4가,295-1,295,1,한양수자인,68.03,201902,11~20,"36,000",11,2008,동소문로27길
서울특별시 성북구 동소문동6가,03월 01일,3,1,시티플레이스,14.02,201902,21~28,"20,500",9,2015,동소문로
서울특별시 성북구 보문동6가,458,458,0,보문파크뷰자이,59.81,201902,1~10,"75,500",11,2017,보문사길
서울특별시 성북구 상월곡동,101,101,0,동아에코빌,59.95,201902,21~28,"39,500",13,2003,장월로1길
서울특별시 성북구 상월곡동,101,101,0,동아에코빌,59.95,201902,21~28,"38,700",13,2003,장월로1길
서울특별시 성북구 상월곡동,55-56,55,56,우남푸르미아,84.51,201902,11~20,"43,500",11,1994,화랑로15길
서울특별시 성북구 상월곡동,55-56,55,56,우남푸르미아,111.4,201902,11~20,"47,900",3,1994,화랑로15길
서울특별시 성북구 석관동,407,407,0,석관래미안,84.84,201901,21~31,"63,500",5,2009,화랑로
서울특별시 성북구 석관동,407,407,0,석관래미안,59.9,201902,11~20,"57,000",5,2009,화랑로
서울특별시 성북구 석관동,407,407,0,석관래미안,84.84,201902,21~28,"66,000",9,2009,화랑로
서울특별시 성북구 성북동,348-3,348,3,성북,37.36,201902,11~20,"15,500",3,1971,성북로31길
서울특별시 성북구 안암동3가,136-1,136,1,대광,42.61,201902,11~20,"16,000",1,1971,안암로9나길
서울특별시 성북구 안암동3가,135,135,0,삼익,98.04,201902,21~28,"73,000",7,1983,안암로9길
서울특별시 성북구 안암동4가,03월 23일,23,3,안암,61.02,201902,11~20,"20,800",2,1969,안암로9가길
서울특별시 성북구 장위동,314,314,0,그린빌아파트,84.69,201902,1~10,"34,300",4,2002,돌곶이로41가길
서울특별시 성북구 장위동,317,317,0,꿈의숲대명루첸아파트,122.021,201902,21~28,"69,500",3,2008,월계로36길
서울특별시 성북구 장위동,319,319,0,꿈의숲코오롱하늘채,84.71,201902,1~10,"77,000",20,2017,돌곶이로
서울특별시 성북구 장위동,319,319,0,꿈의숲코오롱하늘채,59.5,201902,21~28,"60,000",26,2017,돌곶이로
서울특별시 성북구 장위동,312,312,0,우방아파트,59.98,201902,21~28,"32,900",8,2001,화랑로
서울특별시 성북구 장위동,316-5,316,5,참누리아파트,59.97,201902,11~20,"42,700",11,2006,한천로101길
서울특별시 성북구 정릉동,1015,1015,0,경남,59.59,201902,11~20,"38,500",3,1999,정릉로
서울특별시 성북구 정릉동,1015,1015,0,경남,59.59,201902,11~20,"39,800",1,1999,정릉로
서울특별시 성북구 정릉동,1015,1015,0,경남,50.45,201902,21~28,"35,400",4,1999,정릉로
서울특별시 성북구 정릉동,1022,1022,0,대동황토방,114.89,201901,21~31,"43,500",11,2003,정릉로
서울특별시 성북구 정릉동,1017,1017,0,쌍용2,114.6,201902,21~28,"46,000",2,1999,북악산로
서울특별시 성북구 정릉동,1035,1035,0,정릉2차e-편한세상,84.4,201902,11~20,"60,500",14,2009,북악산로
서울특별시 성북구 정릉동,1028,1028,0,정릉e-편한세상,85,201902,21~28,"50,000",15,2006,솔샘로24길
서울특별시 성북구 정릉동,1019,1019,0,"정릉성원아파트 101동, 102동",59.94,201901,21~31,"31,750",11,2000,정릉로21길
서울특별시 성북구 정릉동,1019,1019,0,"정릉성원아파트 101동, 102동",59.94,201902,1~10,"31,900",12,2000,정릉로21길
서울특별시 성북구 정릉동,1019,1019,0,"정릉성원아파트 101동, 102동",84.92,201902,1~10,"38,600",8,2000,정릉로21길
서울특별시 성북구 정릉동,1019,1019,0,"정릉성원아파트 101동, 102동",59.94,201902,11~20,"34,700",4,2000,정릉로21길
서울특별시 성북구 정릉동,1020,1020,0,정릉우성아파트 101~105동,84.99,201902,1~10,"47,000",8,2000,북악산로
서울특별시 성북구 정릉동,1020,1020,0,정릉우성아파트 101~105동,46.65,201902,1~10,"32,000",8,2000,북악산로
서울특별시 성북구 정릉동,1020,1020,0,정릉우성아파트 101~105동,84.96,201902,11~20,"36,500",4,2000,북악산로
서울특별시 성북구 정릉동,210,210,0,정릉푸른마을동아,59.4,201902,11~20,"38,000",12,2003,서경로
서울특별시 성북구 정릉동,210,210,0,정릉푸른마을동아,84.96,201902,11~20,"44,000",7,2003,서경로
서울특별시 성북구 정릉동,494,494,0,정릉하이츠빌1단지,84.98,201902,11~20,"53,000",4,2004,아리랑로19길
서울특별시 성북구 정릉동,1029,1029,0,정릉한일유앤아이,82.37,201902,21~28,"43,000",11,2006,보국문로37길
서울특별시 성북구 정릉동,1031,1031,0,정릉힐스테이트3차,59.98,201902,1~10,"51,000",1,2008,보국문로
서울특별시 성북구 정릉동,1013,1013,0,청구,83.25,201901,21~31,"32,000",4,1999,서경로
서울특별시 성북구 정릉동,1018,1018,0,태영,59.42,201902,1~10,"35,000",5,1999,서경로
서울특별시 성북구 정릉동,1018,1018,0,태영,84.94,201902,11~20,"47,500",3,1999,서경로
서울특별시 성북구 정릉동,1018,1018,0,태영,59.42,201902,11~20,"38,000",17,1999,서경로
서울특별시 성북구 종암동,128,128,0,극동,59.67,201901,21~31,"34,500",2,2000,북악산로29길
서울특별시 성북구 종암동,133,133,0,래미안세레니티,84.99,201902,1~10,"67,000",18,2009,종암로23길
서울특별시 성북구 종암동,133,133,0,래미안세레니티,84.99,201902,11~20,"69,000",7,2009,종암로23길
서울특별시 성북구 종암동,133,133,0,래미안세레니티,59.97,201902,11~20,"60,000",6,2009,종암로23길
서울특별시 성북구 종암동,133,133,0,래미안세레니티,59.97,201902,21~28,"59,000",3,2009,종암로23길
서울특별시 성북구 종암동,133,133,0,래미안세레니티,59.97,201902,21~28,"53,000",2,2009,종암로23길
서울특별시 성북구 종암동,80,80,0,삼성래미안,114.98,201902,11~20,"70,500",11,2004,종암로25길
서울특별시 성북구 종암동,80,80,0,삼성래미안,59.99,201902,21~28,"50,700",16,2004,종암로25길
서울특별시 성북구 종암동,131,131,0,아이파크2차,114.698,201901,21~31,"74,000",1,2005,종암로9길
서울특별시 성북구 종암동,132,132,0,우림카이저팰리스,84.98,201902,11~20,"60,000",4,2008,종암로
서울특별시 성북구 하월곡동,225,225,0,래미안월곡,59.754,201902,1~10,"50,000",15,2006,오패산로
서울특별시 성북구 하월곡동,225,225,0,래미안월곡,59.754,201902,11~20,"50,000",6,2006,오패산로
서울특별시 성북구 하월곡동,225,225,0,래미안월곡,59.754,201902,11~20,"53,700",7,2006,오패산로
서울특별시 성북구 하월곡동,222,222,0,월곡두산위브,59.855,201901,21~31,"46,700",9,2003,오패산로
서울특별시 성북구 하월곡동,222,222,0,월곡두산위브,84.766,201902,1~10,"56,000",2,2003,오패산로
서울특별시 성북구 하월곡동,222,222,0,월곡두산위브,59.855,201902,21~28,"46,000",7,2003,오패산로
서울특별시 성북구 하월곡동,226,226,0,월곡래미안루나밸리,84.88,201902,21~28,"65,400",7,2007,월곡로14길
서울특별시 송파구 가락동,140,140,0,가락(1차)쌍용아파트,84.69,201902,21~28,"81,000",6,1997,동남로
서울특별시 송파구 가락동,53,53,0,"가락3차쌍용스윗닷홈 101동, 102동",84.99,201902,11~20,"82,000",5,2005,송이로21길
서울특별시 송파구 가락동,Jan-95,95,1,가락금호아파트,85,201902,1~10,"87,500",12,1997,송파대로32길
서울특별시 송파구 가락동,120-4,120,4,가락우성2,59.99,201902,21~28,"56,800",3,2000,중대로12길
서울특별시 송파구 가락동,183,183,0,동구햇살,69.4,201902,1~10,"41,500",4,2002,문정로13길
서울특별시 송파구 가락동,95,95,0,동부센트레빌,143.02,201902,21~28,"117,500",11,2001,송파대로32길
서울특별시 송파구 가락동,98,98,0,두산위브,31,201902,1~10,"19,800",9,2004,송파대로30길
서울특별시 송파구 가락동,199,199,0,프라자,84.67,201902,21~28,"81,500",3,1985,문정로
서울특별시 송파구 거여동,290,290,0,거여1단지,49.8,201902,1~10,"48,200",2,1997,양산로8길
서울특별시 송파구 마천동,304,304,0,마천동금호타운1,59.93,201902,1~10,"59,000",2,1998,마천로57길
서울특별시 송파구 문정동,145,145,0,문정시영,39.69,201902,21~28,"47,300",8,1989,송이로31길
서울특별시 송파구 문정동,618,618,0,파크하비오,84.9072,201902,1~10,"118,000",13,2016,송파대로
서울특별시 송파구 문정동,3,3,0,현대1,84.98,201902,11~20,"90,000",12,1984,동남로
서울특별시 송파구 문정동,150,150,0,훼밀리,84.705,201902,21~28,"112,200",5,1988,중대로
서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌1단지,100.82,201901,21~31,"141,500",3,1988,양재대로
서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌2단지,83.06,201902,11~20,"130,000",9,1988,양재대로
서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌2단지,100.31,201902,11~20,"148,000",8,1988,양재대로
서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌3단지,100.31,201902,11~20,"148,000",3,1988,양재대로
서울특별시 송파구 방이동,May-48,48,5,현대주상복합,27.23,201902,21~28,"20,200",6,1998,오금로11길
서울특별시 송파구 석촌동,216-4,216,4,석촌,148.44,201902,21~28,"65,000",4,2002,삼학사로8길
서울특별시 송파구 석촌동,03월 24일,24,3,석촌호수효성해링턴타워,15.8307,201902,1~10,"29,750",13,2015,석촌호수로
서울특별시 송파구 송파동,162,162,0,송파삼성래미안아파트,105.99,201902,1~10,"100,000",10,2001,오금로32길
서울특별시 송파구 송파동,167-1,167,1,한영해시안,63.81,201902,21~28,"59,800",9,2019,오금로32길
서울특별시 송파구 송파동,104,104,0,힐스빌,72.88,201901,21~31,"39,000",1,2001,백제고분로44길
서울특별시 송파구 신천동,7,7,0,장미1,71.2,201902,11~20,"116,250",8,1979,올림픽로35길
서울특별시 송파구 신천동,17,17,0,파크리오,84.9,201902,1~10,"131,000",21,2008,올림픽로
서울특별시 송파구 신천동,17,17,0,파크리오,59.95,201902,21~28,"111,500",15,2008,올림픽로
서울특별시 송파구 신천동,11월 09일,11,9,한신코아,64.08,201902,21~28,"81,200",12,1988,올림픽로35가길
서울특별시 송파구 오금동,Feb-81,81,2,매그놀리아(1차),80.09,201902,11~20,"47,000",6,2003,중대로
서울특별시 송파구 오금동,165,165,0,상아,122.67,201902,1~10,"100,000",11,1984,오금로
서울특별시 송파구 오금동,138,138,0,우방,59.92,201902,11~20,"51,000",3,2001,성내천로
서울특별시 송파구 오금동,138,138,0,우방,72.77,201902,11~20,"59,500",4,2001,성내천로
서울특별시 송파구 오금동,138,138,0,우방,84.95,201902,21~28,"61,500",2,2001,성내천로
서울특별시 송파구 오금동,164,164,0,우창,76.42,201902,11~20,"69,500",1,1985,동남로24길
서울특별시 송파구 오금동,43,43,0,현대(2-4차),84.98,201902,21~28,"96,000",14,1984,오금로35길
서울특별시 송파구 오금동,43,43,0,현대(2-4차),84.98,201902,21~28,"101,500",4,1984,오금로35길
서울특별시 송파구 잠실동,40,40,0,갤러리아팰리스,150.689,201902,21~28,"165,500",22,2005,올림픽로
서울특별시 송파구 잠실동,44,44,0,레이크팰리스,135.82,201902,11~20,"209,000",21,2006,잠실로
서울특별시 송파구 잠실동,22,22,0,리센츠,84.99,201901,21~31,"160,000",20,2008,올림픽로
서울특별시 송파구 잠실동,22,22,0,리센츠,84.99,201902,1~10,"151,000",9,2008,올림픽로
서울특별시 송파구 잠실동,22,22,0,리센츠,84.99,201902,1~10,"151,500",10,2008,올림픽로
서울특별시 송파구 잠실동,101-1,101,1,우성아파트,96.65,201902,11~20,"140,000",5,1981,올림픽로4길
서울특별시 송파구 잠실동,19,19,0,잠실엘스,84.8,201902,11~20,"167,000",16,2008,올림픽로
서울특별시 송파구 잠실동,19,19,0,잠실엘스,84.8,201902,11~20,"152,000",5,2008,올림픽로
서울특별시 송파구 잠실동,27,27,0,주공아파트 5단지,82.61,201902,1~10,"181,000",5,1978,송파대로
서울특별시 송파구 잠실동,35,35,0,트리지움,84.83,201902,1~10,"146,900",27,2007,잠실로
서울특별시 송파구 잠실동,35,35,0,트리지움,84.97,201902,21~28,"138,000",19,2007,잠실로
서울특별시 송파구 장지동,847,847,0,송파파인타운6단지,84.98,201902,11~20,"83,200",10,2008,충민로6길
서울특별시 송파구 장지동,879,879,0,위례22단지(비발디),51.82,201902,21~28,"67,000",21,2013,위례광장로
서울특별시 송파구 장지동,884,884,0,위례2차아이파크,90.8877,201902,11~20,"120,000",25,2016,위례광장로
서울특별시 송파구 풍납동,299-1,299,1,강변현대,83.19,201902,1~10,"57,000",1,1991,한가람로
서울특별시 송파구 풍납동,391,391,0,극동,79.945,201902,11~20,"78,500",9,1987,올림픽로45길
서울특별시 송파구 풍납동,510,510,0,신성노바빌아파트,59.78,201902,1~10,"60,000",18,2000,한가람로
서울특별시 송파구 풍납동,510,510,0,신성노바빌아파트,59.78,201902,11~20,"59,800",12,2000,한가람로
서울특별시 송파구 풍납동,413-1,413,1,현대1,83.02,201902,21~28,"85,000",2,1995,올림픽로
서울특별시 양천구 목동,752-1,752,1,극동늘푸른,59.91,201902,11~20,"50,000",6,1998,목동중앙본로
서울특별시 양천구 목동,808-5,808,5,대원칸타빌,84.97,201902,11~20,"40,000",7,2001,목동로
서울특별시 양천구 목동,714-1,714,1,두란,82.58,201902,11~20,"29,000",1,1996,목동중앙남로3가길
서울특별시 양천구 목동,521-2,521,2,두레,58.12,201902,11~20,"26,500",7,2002,목동중앙북로
서울특별시 양천구 목동,739-5,739,5,목동길성그랑프리텔,77.9337,201901,21~31,"45,500",6,2003,목동중앙본로7길
서울특별시 양천구 목동,739-5,739,5,목동길성그랑프리텔,77.9337,201902,11~20,"48,000",6,2003,목동중앙본로7길
서울특별시 양천구 목동,404-13,404,13,목동센트럴푸르지오,84.9914,201902,21~28,"122,000",10,2015,오목로
서울특별시 양천구 목동,929,929,0,목동청구한신아파트,84.77,201902,11~20,"96,000",8,1997,목동서로2길
서울특별시 양천구 목동,960,960,0,신한이모르젠,84.92,201902,1~10,"49,800",9,2006,목동중앙북로
서울특별시 양천구 목동,769-19,769,19,에이스,83.09,201902,21~28,"40,000",6,1997,목동중앙남로
서울특별시 양천구 목동,947,947,0,월드메르디앙3,84.95,201902,11~20,"86,500",4,2003,목동동로
서울특별시 양천구 목동,916,916,0,현대하이페리온,167.44,201902,11~20,"200,000",54,2003,목동동로
서울특별시 양천구 목동,916,916,0,현대하이페리온,157.97,201902,11~20,"170,000",46,2003,목동동로
서울특별시 양천구 목동,315-6,315,6,힐타운,74.05,201902,11~20,"33,700",7,2004,목동중앙본로19길
서울특별시 양천구 신월동,1045,1045,0,3차신성미소지움,84.8,201902,21~28,"43,300",3,2007,오목로
서울특별시 양천구 신월동,142-14,142,14,금하뜨라네,84.79,201902,1~10,"31,800",3,2008,가로공원로56길
서울특별시 양천구 신월동,1043,1043,0,길훈엔트런스빌,58.89,201902,11~20,"31,300",7,2005,곰달래로11길
서울특별시 양천구 신월동,1043,1043,0,길훈엔트런스빌,84.96,201902,21~28,"40,400",11,2005,곰달래로11길
서울특별시 양천구 신월동,217-2,217,2,나산,59.9,201902,11~20,"23,500",10,1997,남부순환로65길
서울특별시 양천구 신월동,607-1,607,1,동방,27.69,201902,1~10,"13,900",12,1999,신월로
서울특별시 양천구 신월동,492-23,492,23,동양브로미(102동)B,83.94,201902,21~28,"31,800",7,2004,오목로15길
서울특별시 양천구 신월동,1063,1063,0,롯데캐슬,116.375,201901,21~31,"80,800",9,2014,중앙로29길
서울특별시 양천구 신월동,1030,1030,0,방주기픈샘,80.395,201902,21~28,"31,000",1,2004,월정로8길
서울특별시 양천구 신월동,559-5,559,5,삼동5,76.11,201901,21~31,"28,000",5,1997,신월로10길
서울특별시 양천구 신월동,475,475,0,서울가든,100.8,201902,11~20,"39,300",2,1985,중앙로53길
서울특별시 양천구 신월동,350-2,350,2,신안파크,47.6,201902,11~20,"15,400",5,1987,지양로15길
서울특별시 양천구 신월동,350-2,350,2,신안파크,47.6,201902,21~28,"15,200",5,1987,지양로15길
서울특별시 양천구 신월동,987-1,987,1,신월시영,43.2,201902,1~10,"30,600",6,1988,신월로
서울특별시 양천구 신월동,987-1,987,1,신월시영,43.2,201902,11~20,"30,750",8,1988,신월로
서울특별시 양천구 신월동,987-1,987,1,신월시영,59.49,201902,11~20,"41,000",5,1988,신월로
서울특별시 양천구 신월동,987-1,987,1,신월시영,50.67,201902,21~28,"34,500",1,1988,신월로
서울특별시 양천구 신월동,480-4,480,4,예지보금자리 74차,55.69,201902,21~28,"27,500",3,2014,오목로15길
서울특별시 양천구 신월동,1058,1058,0,코아루2단지,84.95,201902,11~20,"35,500",3,2010,남부순환로56길
서울특별시 양천구 신월동,1025,1025,0,탑건진선미,83.15,201902,11~20,"40,000",8,2004,화곡로4길
서울특별시 양천구 신월동,128,128,0,태헌(신월프라자),56.97,201902,11~20,"21,000",9,1999,곰달래로5길
서울특별시 양천구 신정동,333,333,0,대림,84.89,201902,11~20,"67,000",8,1992,신목로5길
서울특별시 양천구 신정동,1308,1308,0,동원로데오(1308),82.8,201902,21~28,"57,000",12,2006,목동로29길
서울특별시 양천구 신정동,1311,1311,0,동일하이빌2단지,115.321,201902,1~10,"75,000",9,2005,신정로11길
서울특별시 양천구 신정동,326,326,0,목동신시가지12,53.46,201902,11~20,"75,000",10,1988,목동동로
서울특별시 양천구 신정동,326,326,0,목동신시가지12,53.46,201902,21~28,"72,000",15,1988,목동동로
서울특별시 양천구 신정동,327,327,0,목동신시가지13,53.9,201902,11~20,"72,000",3,1987,목동동로
서울특별시 양천구 신정동,327,327,0,목동신시가지13,70.73,201902,21~28,"90,000",7,1987,목동동로
서울특별시 양천구 신정동,329,329,0,목동신시가지14,71.4,201902,11~20,"98,500",10,1987,목동동로
서울특별시 양천구 신정동,312,312,0,목동신시가지9,106.93,201902,11~20,"130,000",3,1987,목동서로
서울특별시 양천구 신정동,312,312,0,목동신시가지9,156.84,201902,11~20,"171,000",2,1987,목동서로
